,Unnamed: 0,주제,제목,내용
10,10,민생,[150166] 국민생존위해고통처리에관한기본법안(이건개의원 외 27인) 입법예고중,"■ 제안이유

國家機關 등의 違法하거나 부당한 行爲, 不作爲行爲를 포함한 消極的 行爲 또는 불합리한 制度나 制度의 未備
등으로 말미암아 國民의 基本的 權利가 침해되거나 보호받지 못하는 경우가 빈번한 現實에서 國會의 請願·진
정처리, 政府의 民願事務處理 및 行政制度의 改善 등을 통하여 國民의 苦痛을 해결하고 있지만 是正措置를 위
한 强制性이 결여되어 있을 뿐만 아니라 關聯機關에 대하여 是正措置를 하도록 권고하는 정도로 끝나기 때문에 
그 解決에 消極的일 수밖에 없고 특히 不作爲行爲를 포함한 消極的인 行爲로 인하여 발생하는 경우 이를 解決
하는 데는 현재의 制度로는 限界가 있음.
따라서 이러한 制度的 限界를 극복하여, 입법부에서 독립적으로 침해되고 보호받지 못하고 있는 國民의 基本權
의 保護와 原狀回復을 解決하기 위하여 國會에 護民委員會를 두는 本法案을 提案하려는 것임.





■ 주요골자

1.  이 法은 國民의 生存危害苦痛處理와 苦痛의 減少를 위한 制度改善을 통하여 國民의 基本權 보호와 國民을 
    위한 法運營을 목적으로 함(案 第1條) 

2.  苦痛處理申請은 國家, 地方自治團體 기타 公共機關(國家 또는 地方自治團體가 出資·出捐하거나 補助金을 
    지급하는 民間機關 및 團體를 포함한다)의 違法·不當行爲, 消極的인 行爲(事實行爲·不作爲行爲를 포함한
    다) 또는 불합리한 制度나 制度의 未備로 인한 生存危害苦痛을 주는 사항으로 함(案 第2條)

3.  苦痛處理申請을 접수·상담하고 이를 신속하게 조사·처리하며 각종 制度에 의한 生存危害苦痛을 감시함으
    로써 國民의 權益을 保護하기 위하여 國會에 護民委員會를 둠(案 第4條)

4.  護民委員會의 職務管轄은 基本權침해에 의한 生存危害苦痛에 관련된 事項으로 함(案 第5條)

5.  護民委員會는 護民委員長 1人을 포함한 10人 이상 20人이하의 護民委員으로 구성하고, 護民委員은 각 交涉
    團體에서 同數로 추천한 國會議員으로서 國會議長이 임명하며, 護民委員長은 護民委員중에서 互選함(案 第
    6條)

6.  護民委員의 任期는 2年으로 하되 連任할 수 있고 改任된 護民委員의 任期는 그 前任護民委員의 殘餘任期로 
    하며 護民委員의 任期가 國會議員任期滿了日보다 늦을 때에는 國會議員任期滿了로 종료함(案 第6條)  

7.  護民委員會의 會議는 在籍委員 過半數의 出席으로 開議하고 在籍委員 過半數의 贊成으로 議決함(案 第8條)

8.  護民委員會는 苦痛處理申請을 접수한 때부터 15日이내에 會議를 개의하여 그 調査與否를 議決하고, 조사하
    지 아니하기로 議決하거나 苦痛處理를 위한 調査의 中斷·中止가 있는 때에는 그 이유를 붙여 지체없이 苦
    痛處理 申請人에게 통보함(案 第11條)

9.  護民委員會는 調査를 함에 있어서 필요하다고 인정할 때에는 關係機關 등에 대한 설명요구 또는 關係資料
    ·書類 등의 제출요구, 申請人·利害關係人·參考人 또는 關係職員의 出席 및 意見陳述의 요구, 鑑定의 依
    賴를 할 수 있음(案 第12條)

10. 護民委員會는 조사결과 상당한 이유가 있는 때에는 關係機關 등의 長에 대한 是正措置 요구, 합리적인 制
    度改善 등에 대한 조치요구를 할 수 있음(案 第13條)

11. 是正措置의 요구를 받은 關係機關등의 長은 이 요구에 응해야 하고 요구를 받은 날부터 30日이내에 그 處
    理結果를 통보해야 하며, 권고나 의견을 받은 關係機關 등의 長은 권고 또는 의견을 받은 날부터 30日이내
    에 그 檢討結果를 통보하여야 함(案 第15條)

12. 護民委員會는 정당한 사유없이 이 法에 의한 調査를 거부하거나 資料提出을 懈怠한 者에 대하여 關係機關 
    등의 長에게 懲戒를 요구할 수 있음(案 第17條)

13. 이 法에 의한 苦痛處理費用에 충당하기 위하여 生存危害救護基金을 두며 이 基金은 政府의 出捐金, 政府 
    이외의 者의 寄附金, 基金運用에 의한 收益金 및 기타 收益金으로 財源을 조성함(案 第18條, 第19條)

14. 基金은 護民委員會가 管理·運用하고 基金의 管理·運用에 관한 事項은 護民委員會의 議決로 정함(案 第  
    20條)

15. 基金은 經濟的 도움이 필요한 苦痛處理申請人의 生存權 保存을  위한 費用, 基金造成事業費用, 基金造成  
    및 管理·運用에 필요한 부대비용 이외에는 사용할 수 없음(案 第21條)

16. 이 法에 의한 調査를 받는 者로서 調査를 거부하거나 關係資料의 제출요구에 불응한 者, 이 法에 의한 調
    査를 방해한 者 및 정당한 사유없이 是正要求를 불이행한 者는 500萬원이하의 罰金에 처함(案 第23條)"
11,11,안전,[152303] 사료의안전성확보및품질관리법안(이길재의원등 3인 외 23인) 입법예고중,"■ 제안이유

現行 飼料管理法만으로는 飼料의 品質管理와 安全性 확보를 할 수 없으며, 나아가 家畜 자체의 衛生상 危害 防
止는 물론 畜産物로 인한 사람의 危害要因을 事前에 豫防함으로서 畜産業 發展과 畜産物의 安全性 確保에 만전
을 기하고자 提案하는 것임.



■ 주요골자

1.  飼料 및 飼料添加物의 基準과 規格(사료의 製造·加工· 使用 및 保存의 方法과 사료 成分 및 表示에 관한 
    規定)을 정하도록 규정함.

2.  危害飼料등(有毒·有害物質 및 病原微生物 등 함유사료)의 販賣禁止制度를 규정함.

3.  品質檢査(자가검사 및 수거검사 등)의 義務와 檢査機關을 指定하는 制度를 규정함.

4.  飼料 製造業者 등의 申告 義務와 飼料品質管理安全管理人制度 등 飼料의 品質管理 制度를 규정함

5.  飼料品質安全性審議委員會의 設置 운영과 行政制裁 制度를 규정함.

6.  기타, 國家 補助制度와 違反時의 處罰 規定을 규정함."
12,12,안전,[151947] 산업안전보건법중개정법률안(김종배의원등 37인) 입법예고중,"■ 제안이유 및 주요골자

컴퓨터端末機操作業務에 종사하는 勤勞者를 有害光線 및 電磁波로부터 보호하기 위하여 事業主는 有害光線 및 
電磁波의 차단 또는 中和裝置를 設置하도록 하고, 컴퓨터端末機에서 방출되는 電磁波에 관한 規制基準을 勞動
部令으로 정하도록 하려는 것임."
13,13,안전,[151385] 국가안전기획부직원법중개정법률안(한화갑의원등 6인 외 150인) 입법예고중,"■ 제안이유

새 政府 出帆을 계기로 國家安全企劃部가 國民의 신뢰를 받는 情報機關으로 거듭나기 위하여 名稱을 國家情報
院으로 변경하고 國家安全企劃部法을 國家情報院法으로 개정하려는 것에 맞추어 國家安全企劃部職員法을 國家
情報院職員法으로 개칭하는 한편, 國家情報院의 職務의 內容·特殊性 등을 고려하여 필요한 경우에는 契約職職
員을 採用할 수 있도록 함으로써 公職社會의 競爭力을 提高하는데 일익을 도모하고, 兼職職員에 대한 國家情報
院職員法의 적용범위를 명확히 하는 등 現行制度의 운영상 나타난 일부 미비점을 개선·보완하려는 것임.




■ 주요골자

1.  題名을“國家情報院職員法”으로 改稱함.  

2. “國家安全企劃部, 國家安全企劃部職員, 國家安全企劃部長”을 각각“國家情報院, 國家情報院職員, 國家情
    報院長”으로 함(案 第1條, 第7條, 第17條第3項 등)

3.  國家情報院의 職務의 內容·特殊性 등을 고려하여 契約職 職員을 採用할 수 있는 근거를 신설함(案 第
    3條)

4.  兼職職員에 대하여 적용할 國家情報院職員法의 適用範圍를 명확히 규정함(案 第4條第2項)

5.  技能職職員의 任用은 院長이 하도록 명문화함(案 第7條第2項)

6.  任用權者가 職員의 停年을 연장할 수 있도록 한 但書條項을 削除함(案 第22條第1項)"
14,14,안전,[151384] 국가안전기획부법중개정법률안(한화갑의원등 6인 외 150인) 입법예고중,"■ 제안이유 및 주요골자

새 정부 出帆을 계기로 과거 國家安全企劃部의  否定的 이미지를 刷新하고 國家와 國民을 위한 참다운 國家情
報機關으로 거듭나기 위하여 部 名稱을 “國家安全企劃部”에서 “國家情報院”으로 개정하고자 함."
15,15,안전,[151244] 산업안전보건법중개정법률안(방용석의원등 9인 외 23인) 입법예고중,"■ 제안이유 및 주요골자

現行法은 勤勞者의 保健管理를 위하여 作業環境測定 및 健康診斷을 실시할 수 있도록 規定하고 있으나 漸增하
는 新種 職業病의 위험으로부터 勤勞者의 健康을 보호하기에는 미흡한 점이 있으므로 職業病의 發生原因을 찾
아내거나 職業病 豫防을 위하여 필요한 때에는 勤勞者의 疾病과 化學物質 등 有害要因과의 相關關係에 관한 疫
學調査를 실시할 수 있도록 法的 根據를 마련하고, 기타 關聯規定을 整備하려는 것임."
16,16,안전,[151026] 국가안전기획부직원법중개정법률안(한화갑의원등 5인 외 117인) 입법예고중,"■ 제안이유

國家公務員法 改正에 맞추어, 國家安全企劃部 職員의 年齡停年을 短縮하고 職權免職의 基準과 節次를 規定하는 
한편 1級 職員에 대하여 一定期間 補職을 받지 못할 경우 當然退職 되도록 함으로써 組織의 活力과 新陳代謝를 
促進하려는 것임.


■ 주요골자

1.  1級 職員이 1年以上 無補職時 當然退職하는 조항을 신설하여 組織의 活力과 新陳代謝를 촉진함(案 第20條
    第2項)

2.  組織改廢나 豫算減少 등에 의하여 廢職 또는 過員이 되었을 때의 職權免職 基準과 節次를 改正된 國家公務
    員法에 따름(案 第21條)

3.  一般職 및 技能職 職員의 年齡停年을 短縮함(案 第22條)"
17,17,안전,[150850] 교통안전법중개정법률안(김명규의원등 8인 외 69인) 입법예고중,"■ 제안이유

自動車 보급이 1,000만대를 넘어서고 각종 自動車 事故는 물론 海洋事故와 航空事故가 해마다 增加하고 있는
데, 交通事故에 대하여 事故의 原因糾明이 제대로 되지 못하고 비슷한 事故가 再發하고 있으므로 國家的 次元
에서 交通事故의 原因을 科學的으로 分析하고 事故防止 對策을 세워야 할 필요가 날로 增加하고 있다.
交通安全에 관한 機構로서 현재 交通安全政策審議委員會가 있으나 기본계획 수립과 年次報告書 採擇 등의 審議
를 형식적으로 수행하고 있을 뿐, 獨立的인 交通事故 調査 및 관련 技術의 축적이 이루어지지 못하고 있다.  
따라서 交通安全에 관한 事務를 獨立的이고 能動的으로 수행하기 위하여 國家交通安全委員會를 設置하고, 道
路, 鐵道, 海洋, 航空 등 각종 交通安全에 관한 基本計劃 수립과 事故調査 및 技術硏究를 전담하도록 하여 交
通事故를 줄이고 事故의 原因糾明을 철저히 하여 國家的 次元에서 交通安全에 만전을 기할 수 있도록 관련 法
律條項을 改正하려는 것임.



■ 주요골자

1.  交通安全에 관한 事務를 獨立的으로 수행하기 위하여 大統領 所屬으로 國家交通安全委員會를 設置함.

    가. 基本計劃 수립, 綜合政策 審議, 交通事故의 調査, 事故防止 對策 및 技術硏究에 관한 事務를 擔當하도
        록 함.

2.  國家交通安全委員會는 그 活動에 관하여 大統領과 國會에 報告하도록 함.

3.  國家交通安全委員會는 委員長을 포함한 20人 이내의 委員으로 構成하고 다음 各號의 者중에서 大統領이 委
    囑하도록 함.

    가. 大統領이 지정하는 交通安全 관련 政府部處의 次官(建設交通部, 財政經濟院, 敎育部, 內務部, 農林部, 
        海洋水産部, 商工資源部, 保健福祉部, 勞動部, 科學技術處, 公報處 등)
    나. 國會에서 推薦하는 5人 이하의 委員
    다. 交通安全에 관한 學識과 經驗이 풍부한 者로서 大統領이 委囑하는 者

4.  國家交通安全委員會에 委員長 1人, 副委員長 2人을 두되, 委員長은 大統領이 委囑하고, 副委員長은 委員會
    에서 選出하도록 함.

5.  國家交通安全委員會는 分科委員會를 둘 수 있도록 함(道路, 鐵道, 海洋, 航空 등)

6.  서울特別市,廣域市 및 道에 地方交通安全委員會를 두도록 함.

7.  國家交通安全委員會에 事務處·綜合狀況室·事故調査局·安全對策室·技術硏究室을 두되, 委員會에 두는 
    公務員의 定員과 職級은 大統領令으로 定하도록 함.

8.  이 法에서 정한 것 이외에 國家交通安全委員會의 組織에 관하여 필요한 사항은 大統領令으로 정하도록 함.

9.  이 法에서 정한 것 이외에 國家交通安全委員會의 運營에 관하여 필요한 사항은 國家交通安全委員會規則으
    로 정하도록 함.

10. 地方交通安全委員會의 組織, 機能 및 運營에 관하여 필요한 사항은 大統領令이 정하는 기준에 따라 道規則
    으로 정하도록 함."
18,18,안전,[150739] 국가안전보장회의법중개정법률안(천용택의원등 7인 외 71인) 입법예고중,"■ 제안이유

憲法上(第91條) 大統領의 諮問機構인 國家安全保障會議의 機能을 活性化하기 위하여 定期會議의 召集을 定例化
하고, 會議에 上程할 案件을 專門분야별로 分掌하기 위하여 필요한 수의 分科委員會를 설치하며, 會議運營에 
필요한 行政事務 등을 처리하기 위하여 事務機構를 두도록 함.



■ 주요골자

1.  國家安全保障會議는 關係部處에 資料제출·협조를 요청할 수 있으며, 관계부처는 특별한 사정이 없는한 이
    에 응하도록 함(案 第7條)

2.  國家安全保障會議의 會議召集을 定期會議와 臨時會議로 구분하여 定期會議는 每分期마다 1회 召集하고, 臨
    時會議는 필요에 따라 수시 소집하도록 함(案 第9條)

3.  國家安全保障會議에 上程할 案件을 專門분야별로 分掌하기 위하여 會議에 필요한 수의 分科委員會를 두도
    록 함(案 第10條)

4.  會議 및 委員會의 職務에 관한 專門的인 調査·硏究와 行政事務處理를 위하여 國家安全保障會議事務處(이
    하 ""事務處""라 한다)를 설치함(案 第11條)"
19,19,안전,[150407] 국가안전기획부법중개정법률안(최병렬의원등 7인 외 146인) 입법예고중,"■ 제안이유 및 주요골자

文民政府 出帆이후 1994. 1. 5 改革次元에서 國家安全企劃部法(이하 ‘安全企劃部法’이라고 한다)이 大幅 改
正되면서 保安監査·情報調整協 議會 廢止 等과 아울러 對共搜査權도 一部 縮小된 바, 이를 계기로 國家安全企
劃部(이하 ‘安全企劃部’라고 한다)가 信賴받는 國家情報機關으로 定着하기 위하여 自省과 換骨奪胎의 노력을 
기울여 온 것은 事實임.
한편, 民主化에 따른 社會全般의 對共 警覺心 解弛 등의 분위기를 틈 타 親北 左傾勢力들은 社會 요소요소에 
뿌리를 내리며 擴散되어 왔고 그 活動樣相은 露骨的이고도 極烈, 凶暴함으로써 더 이상 방치할 수 없는 지경에
까지 이르고 있는 바, 이러한 原因의 一部가 결과적으로 對共 專門搜査機關인 安全企劃部의 搜査權 縮小에 따
른 對共防諜網의 弱化에서 비롯된 것임을 否認할 수 없게 되었음.
當初 安全企劃部의 搜査權을 縮小한 趣旨가 人權蹂躪 내지 政治的 惡用 등 脫法要素를 豫防하자는 데 있었으나 
法治主義의 普遍化趨勢 및 國會情報委員會에 의한 統制와 監視 뿐 아니라 安全企劃部法上 政治關與罪·職權濫
用罪 등 異例的인 加重處罰條項까지 存置되고 있는 狀況下에서 이제 그러한 時代錯誤的 惡用可能性은 거의 사
라졌다고 볼 수 있고, 오히려 親北左傾勢力의 體制挑戰行爲로부터 國家安危를 保全하기 위하여 보다 效率的인 
方案을 마련하는것이 시급한 狀況임.  
따라서 自由民主主義 體制守護를 위한 國家 對共力量 强化次元에서 安全企劃部 搜査權 制限이라는 그간의 暫定
的 立法措置를 거두어 들이고 正常的인 對共搜査活動을 保障하고자 하는 바, 이러한 趣旨에서 安全企劃部의 搜
査範圍중 “國家保安法 第7條, 第10條에 規定된 罪를 除外”토록 한 規定을 削除하려는 것임(案 第3條第1項第
3號)"
20,20,안전,[150355] 산업안전보건법중개정법률안(이미경의원등 5인 외 17인) 입법예고중,"■ 제안이유

현재 産業災害로 인하여 1日 평균 9名의 勤勞者가 死亡하고 1百名의 障害者가 발생하고 있으며, 産業災害로 인
한 經濟的 損失額은 1995年 1年間 5兆6千6百78億원에 이르고 있어 국가경제에 엄청난 손실을 초래하고 있음.
이러한 後進國 수준의 産業災害는 ILO가입 및 OECD가입 추진 등의 外交的 成果와 世界貿易順位 第11位라는 경
제적 수준에는 어울리지 아니하는 것으로, 경제적 수준에 상응하는 國際的 位相 提高를 위하여 安全·保健基準
을 국제적 수준으로 개선할 필요성이 대두되고 있음.
西歐 여러나라의 災害豫防을 위한 노력들을 살펴보면, 先進國들의 경우 災害當事者인 勤勞者 및 勞動組合의 능
동적인 참여를 통하지 아니하고는 효과적인 災害減少效果를 기대하기 어렵다는 인식에 따라 事業場내 災害豫防
活動은 물론 政府次元에서도 災害豫防政策에 대한 勤勞者의 參與를 적극 권장하고 보장하는 法律制定이 이미 
1970年代부터 시작되었음. 
그리고 災害發生의 위험을 미연에 방지하여 안전하고 쾌적한 作業場에서 일할 수 있도록 勤勞者의 삶의 質을 
향상하고, 勤勞者의 安全과 健康이 보장되는 보람된 일터의 마련이 필요함.
이를 위하여 勞動組合 등 勤勞者代表에게 災害豫防을 위한 각종 대책마련에 참여할 수 있는 權利를 보장하고, 
勞使가 공동으로 참여하는 産業安全保健委員會의 권한과 역할을 확대하여 事業場내에서 勞使가 공동으로 安全
·保健을 실천해 나갈 수 있는 與件을 마련하고, 産業安全保健法 위반 事業主에 대한 處罰을 대폭 강화하여 勤
勞者의 安全과 健康을 실질적으로 보장하려는 것임.




■ 주요골자

1.  勤勞者의 安全·保健을 유지·增進시키기 위하여 이 法의 目的에 勤勞者의 安全·保健의 權利를 명시함(案 
    第1條)

2.  이 法의 적용범위를 有害·위험의 정도, 사업의 종류·규모 및 사업의 所在地 등에 관계없이 모든 事業場
    으로 확대하기 위하여 但書條項을 削除함(案 第3條第1項)

3.  勤勞者의 安全과 保健을 유지·增進시키기 위하여 필요한 情報를 請求할 權利와 이 法에 의한 모든 安全保
    健關聯 計劃의 수립 및 실시에 참여할 權利 등을 規定함(案 第6條의2)

4.  安全管理者 및 保健管理者의 指導·助言에 따른 事業主 등의 措置義務를 강화하여 安全·保健關聯者의 役
    割을 보장하도록 함(案 第15條 및 第16條)

5.  産業安全保健委員會가 事業場의 安全·保健에 관련된 모든 사항을 審議·議決하도록 하여 勤勞者의 참여를 
    강화하고, 또한 모든 事業場에서 勞使協議會와 별도로 安全·保健關聯 사항만을 다룰 수 있는 産業安全保
    健委員會가 운영되도록 하기 위하여 勞使協議會로 갈음할 수 있다는 但書條項을 削除함(案 第19條第1項 및 
    第3項)

6.  事業主가 安全保健管理規程을 작성·변경할 경우 産業安全保健委員會의 審議·議決을 거치거나 勤勞者代表
    의 同意를 얻도록 함으로써 그 요건을 강화함(案 第21條)

7.  事業主가 安全·保健上의 措置를 이행하지 아니할 경우 勤勞者代表는 作業을 중지할 수 있고, 勤勞者에게     이로 인한 불이익을 주지 아니하도록 하며, 作業再開에 관하여는 勤勞者代表와 合意하도록 함(案 第   26
    條)

8.  勤勞者를 採用할 때, 作業內容을 변경할 때, 그리고 有害 또는 위험한 作業에 勤勞者를 사용할 때 실시되     는 敎育에 관련된 사항에 대하여는 産業安全保健委員會의 審議·議決을 거치도록 함(案 第31條第5項)

9.  勞動部令이 정하는 機械·器具에 대한 自體檢査에 대하여는  勤勞者代表의 立會下에 실시하고, 産業安全保
    健委員會의 審議·議決을 거쳐 필요한 措置를 취하게 함으로써 自體檢査가 철저히 실시되도록 함(案 第36
    條第1項)

10. 事業主는 新規化學物質의 有害性調査結果報告書를 勞動部長官 및 勤勞者代表에게도 제출하게 함으로써 勤     勞者의 健康障害를 예방하기 위하여 新規化學物質의 도입단계에서부터 勤勞者代表가 관여하도록 함(案 第     40條第1項)

11. 事業主는 物質安全保健資料의 게시 또는 비치, 警告標識 부착, 勤勞者에 대한 敎育과 化學物質 등의 管理
    要領 게시 등을 실시함에 있어서는 産業安全保健委員會의 審議·議決을 거치도록 함(案 第41條第8項)

12. 事業主는 作業環境測定機關, 測定項目, 日程 등 測定計劃에 관련된 모든 사항과 測定結果에 따른 改善措置
    에 대하여 産業安全保健委員會의 審議·議決을 거쳐야 하고, 그 測定結果를 同委員會에 보고하도록 하며, 
    勤勞者代表가 測定結果에 대하여 異議를 제기할 경우 勤勞者代表가 지정한 機關에서 再測定을 실시하도록 
    함(案 第42條第2項 및 第4項 내지 第5項)

13. 事業主가 健康診斷을 실시함에 있어 勤勞者代表를 그 요구에 따라 立會하도록 하고, 産業安全保健委員會의 
    요구가 있을 때에는 해당 勤勞者에 대하여 臨時健康診斷을 실시하도록 하며, 勤勞者代表가 健康診斷結果에 
    대하여 異議를 제기할 경우 勤勞者代表가 지정한 機關에서 再實施하도록 함(案 第43條)

14. 勞動部令이 정하는 사업의 事業主는 당해 사업에 관계있는 建設物·機械·器具 및 設備 등을 設置·移轉      하거나 그 主要構造部分을 변경할 때에는 産業安全保健委員會의 審議·議決을 거치도록 하여 勤勞者의 安     全과 保健이 확보되도록 함(案 第48條第1項 및 第3項)

15. 勞動部長官의 命에 의하여 安全·保健診斷을 실시하는 경우  勤勞者代表를 그 요구에 따라 立會시켜야 하     며, 事業主는 그 결과를 産業安全保健委員會에 보고하도록 함(案 第49條第2項 및 第4項)

16. 事業主가 工程安全報告書를 작성할 때 및 安全保健改善計劃을 수립할 때에는 産業安全保健委員會의 審議·
    議決을 거치도록 하고, 同委員會가 없는 事業場의 경우 勤勞者代表의 同意를 얻도록 함(案 第49條의2第2項 
    및 第50條第3項)

17. 2人이상이 死亡하는 중대한 災害를 발생시킨 者와 2回이상 반복하여 死亡災害를 발생시킨 자, 故意로 産業
    災害가 발생한 사실을 隱蔽하는 事業主에 대하여 10年이하의 懲役에 處하도록 함(案 第67條)"
